"titulo","url","fecha","autores","doi","resumen","citas","accesos","n_refs"
"Tracking electricity use and scope2 CO2 emissions in 111 cities of Madagascar","https://www.nature.com/articles/s41598-025-33490-w","31 December 2025","Nematchoua, Modeste Kameni; Orosa, Jose A.; Buratti, Cinza; Attia, Shady; Teller, Jacques; Bemanana, Muriel; Akinola, Olatunji; Bernard, Andrianirina Charles; Sendrahasina, Rakotomalala Minoson; Roy, Sambatra Eric Jean; Falisoa, Rafanotsimiva Liva; Jean-Pierre, Messina; Reiter, Sigrid","10.1038/s41598-025-33490-w","Several sources related that the electricity sector emits almost a quarter of greenhouse gases each year in the world. It is therefore one of the important sectors to take into account to limit global warming. Indian Ocean cities produce significant CO2 emissions during electricity consumption. Their volume and accuracy remain practically unknown and untested. Indeed, until now, there is no methodology suggested by the researchers to evaluate Fossil Fuel carbon dioxide (FFCO2) emission, and electricity consumption in this region. Aware of these crucial problems, this study was carried out to assess and analyse CO2 emissions coming from Electricity consumption (called Scope2) in 111 cities located in the Indian Ocean from 55 Power plants between 2015 and 2022 (08 years) and in four sectors (Residential, Commercial, Industrial, and On-road). To carry out a good comparison, all the data were grouped into three categories, before the lockdown measures due to COVID-19 (2015–2018); During the COVID-19-induced lockdown period (2019–2020); and after the lockdown period (2021–2022). The results showed that the CO2 emission difference is significant in the residential and commercial sectors. It was observed that CO2 emissions increased in 2019–2022 in the residential, industrial, and on-road sectors whereas, simultaneously during the same period, it decreased in the commercial sector. During the three periods, the CO2 emissions rate was the highest in the residential sector (around 52%), and the least on-road (around 1%). The significant difference in the commercial sector suggests a decrease in electricity consumption during the peak of the pandemic due to reduced business activities. Businesses adapted to new operating conditions, such as reduced hours or enhanced energy efficiency measures, which also contributed to the change in consumption patterns.",NA,1926,49
"Quantitative paleoclimate reconstruction in the Yangtze River Delta since the Last Glacial Maximum based on pollen records","https://www.nature.com/articles/s41598-025-33476-8","31 December 2025","Chen, Feng ; Ke, Xue; Yang, Tinglu ; Zhang, Zongyan ; Jiang, Ren ; Yu, Junjie ; Xie, Jianlei ; Li, Jing ","10.1038/s41598-025-33476-8","The climate dynamics and driving mechanisms of the East Asian Summer Monsoon (EASM) in the Yangtze River Delta (YRD) since the Last Glacial Maximum (LGM) remain uncertain. We reconstruct annual mean temperature (Tann), mean temperature of the warmest month (MTwa), and annual mean precipitation (Pann) since 19.4&nbsp;ka BP in the Yangtze River Delta (YRD), using pollen records from three sediment cores (LZK1, CSJA6, ZKA4), constrained by AMS ¹⁴C and OSL dating. Reconstructions were performed with a pollen–climate model based on the Locally-Weighted Weighted-Averaging (LWWA) method. Additional sedimentary proxies (grain size and magnetic susceptibility) were integrated to evaluate climate dynamics and forcing factors. Five climatic stages were identified: the LGM (19.4–18.0&nbsp;ka, cold–dry), deglaciation (18.0–11.7&nbsp;ka, fluctuating warming), early Holocene (11.7–8.2&nbsp;ka, warm–humid), mid-Holocene (8.2–4.2&nbsp;ka, warm–humid), and late Holocene (after 4.2&nbsp;ka, fluctuating cooling). These stages broadly align with EASM intensity variations. Abrupt events (Heinrich 1, Bølling–Allerød, Younger Dryas, 8.2&nbsp;ka, and 4.2&nbsp;ka) were synchronous with Greenland ice core and Yangtze River stalagmite records, reflecting global climate teleconnections. On the millennial scale, EASM variability was controlled by Northern Hemisphere summer insolation, Atlantic Meridional Overturning Circulation (AMOC), and ice-volume/sea-level feedbacks. On the centennial scale, it was influenced by solar activity, volcanic eruptions, and the El Niño–Southern Oscillation (ENSO). These findings provide high-resolution evidence of EASM dynamics and offer a valuable reference for understanding regional climate adaptation in the future.",1,2289,64
"Sepsis-induced coagulopathy: recent insights on the role and clinical application of neutrophil extracellular trap formation","https://www.nature.com/articles/s41598-025-31771-y","31 December 2025","Zaiema, Shams ElDoha Galal ElDin; Shalaby, Nahela Ahmed; Mohamed, Toka Hassaan; Bayoumy, Aya Ali Mahmoud; Galal, Raghda El Sayed Abdel  Monem","10.1038/s41598-025-31771-y","Sepsis is characterized by life-threatening organ dysfunction caused by an uncontrolled immune response to infection. Neutrophils play a vital role in this process, which can lead to immunothrombosis and disseminated intravascular coagulation (DIC) via the formation of neutrophil extracellular traps (NETs). This study aimed to validate the impact of NETs biomarkers in evaluating their potential as diagnostic, prognostic, and therapeutic indicators in critical care for patients with sepsis. We conducted a case-control study with a 7-day follow-up to assess mortality in 138 sepsis patients, focusing specifically on the occurrence of DIC. Additionally, 80 healthy volunteers, matched by age and sex, served as controls. Our findings reveal a strong connection between histones in sepsis and both the initial inflammatory response and sepsis-related coagulopathy/DIC. Furthermore, we found that myeloperoxidase can effectively predict short-term mortality among sepsis patients, regardless of their DIC status. This study highlights a concerning simultaneous increase in myeloperoxidase and histones (thresholds of &gt; 84.9 ng/ml and &gt; 126.4 ng/ml, respectively), which may serve as vital indicators indicating the urgent need for NETs inhibitors in sepsis treatment. Applying this approach, we anticipate a significant reduction in thrombotic events and mortality, thereby enhancing patient care and outcomes in the management of critical sepsis.",2,3413,48
"Identifying effective coping strategies against mobbing for Generations Y and Z using a Pythagorean fuzzy decision support mechanism","https://www.nature.com/articles/s41598-025-33594-3","31 December 2025","Topaloğlu Eti, Seçil; Yüksel, Serhat; Eti, Serkan; Dinçer, Hasan","10.1038/s41598-025-33594-3","Mobbing is a major workplace problem that harms employees’ mental and physical well-being, reduces organizational productivity, and undermines social stability. In many regions and organizational contexts, understanding how different generations cope with mobbing has become increasingly important; however, the existing literature provides limited and fragmented evidence. This study offers a comprehensive and context-based analysis by identifying the most effective coping strategies for Generations Y and Z and examining the qualifications that influence their implementation. Data were obtained from five experts specializing in mobbing and organizational behavior. Experts’ importance weights were calculated using a machine learning-based method that incorporates demographic characteristics, criteria weights were determined using the Entropy technique, and strategies were ranked through the CRADIS approach. To address uncertainty in expert evaluations, Pythagorean fuzzy numbers were integrated into the decision-making process. The proposed model contributes to the literature by (1) incorporating demographic-based expert weighting through machine learning, an approach rarely applied in previous studies; (2) developing separate analytical models for Generations Y and Z, thereby clarifying generational differences within a defined regional and organizational context; and (3) applying Pythagorean fuzzy numbers to enhance methodological robustness. Results indicate that for Generation Y, psychological resilience is the most critical qualification, and social activities such as meditation or sports constitute the most effective strategies. For Generation Z, academic education emerges as the key qualification, and leaving the job is identified as the most suitable strategy. The findings confirm distinct generational patterns in coping with mobbing and demonstrate the practical value of the proposed analytical model.",NA,2111,40
"Novel fully human IgG1 targeting folate receptor Î± demonstrates antitumor efficacy driven by avidity rather than monovalent binding affinity","https://www.nature.com/articles/s41598-025-32752-x","31 December 2025","Pinto, Elena; Tresoldi, Davide; Arlotta, Valeria; Luison, Elena; Frigerio, Barbara; Corsiero, Elisa; Raspagliesi, Francesco; Karagiannis, Sophia N.; Canevari, Silvana; Mezzanzanica, Delia; Figini, Mariangela","10.1038/s41598-025-32752-x","Folate receptor alpha (FRα), a membrane protein involved in folate transport, is a promising therapeutic target for ovarian cancer and other malignancies. The murine Monoclonal antibody (MAb) MOv19, developed in our lab, has pioneered the development of chimeric antibody-drug conjugates currently approved or in clinical trials for the treatment of FRα-positive cancers. To further reduce antibody’s immunogenicity, we engineered and characterized a new fully human IgG1 antibody (AFRA hIgG1) to FRα starting from MOv19. AFRA hIgG1 was constructed and characterized for binding affinity, specificity to purified FRα and various FRα-expressing tumor cells and ability to recruit effector cells in vitro in comparison to the chimeric version of MOv19 (ChiMOv19). AFRA hIgG1 and ChiMOv19 have comparable functional affinities being 10−9 M and 10−10 M, respectively although AFRA hIgG1 has an intrinsic constant affinity 103 lower than that of ChiMOv19, 2.6 × 10−7 M vs. 3.5 × 10−10 M, respectively. Furthermore, AFRA hIgG1 demonstrated a better binding kinetic with an overall efficacy comparable to ChiMOv19 in recruiting effector cell functions. These findings highlight that functional affinity, rather than intrinsic affinity, is a key determinant of biological response. AFRA hIgG1 shows promise as a biologic agent for the treatment of FRα-positive cancers.",NA,2557,39
"High-resolution water footprints of major crops in China from cities to grids","https://www.nature.com/articles/s41598-025-08906-2","31 December 2025","Zhao, Jingwen; Wu, Linxiu; Wang, Xiaomeng; Yu, Yajuan; Huang, Kai","10.1038/s41598-025-08906-2","Rapid population and economic growth have led to an increased demand for water and food, thereby exacerbating the water scarcity crisis. Therefore, an objective assessment of water usage in crop production is crucial for ensuring national food security and alleviating water scarcity. However, the city-scale crop production water footprint (CWF) in China remains incomplete, while grid-scale CWF data are plagued by the limitations of coarse crop statistics. To fill this knowledge gap, we propose a novel methodology for developing a high-resolution inventory of CWFs. Based on this methodology, we quantified the city-scale water footprint (WF) of three major crops (rice, wheat, and maize) in China and allocated the CWFs of individual cities to 3&nbsp;km × 3&nbsp;km grids through a top-down downscaling approach to create a high-resolution CWF inventory. The results show that the average annual CWF of the three crops from 2000 to 2020 was in the order of rice (2.50 × 1012 m3), maize (1.55 × 1012 m3) , and wheat (1.21 × 1012 m3). During the study period, the dependence on green water resources for crop production in China increased, especially for maize, which showed a relative increase of 106.76% in green water demand, in addition to optimal water use efficiency, with the dual advantages of combining high yield and low irrigation dependence. At a grid scale of 3&nbsp;km × 3&nbsp;km, the CWFs of the three crops followed the same order as at the city scale. Furthermore, the green water footprint (GWF) of each of the three crops increased at different rates during the study period, with maize showing a particularly significant increase of 59.26%. Meanwhile, the blue water footprint (BWF) per unit area for rice and wheat increased, while the BWF for maize decreased by 0.94%. This finding implies that maize cultivation is more efficient in utilizing rainwater resources, thereby reducing dependence on blue water. The inventory established in this study can assist in optimizing crop production in various regions of China, thereby mitigating the effects of water scarcity and facilitating sustainable agricultural development.",1,1941,63
"Taxonomy and functional profile of microbial communities across the depths of the Alpine Cenote Abyss ice cave","https://www.nature.com/articles/s41598-025-29105-z","31 December 2025","Fedi, Stefano; Ghezzi, Daniele; Firrincieli, Andrea; Lopo, Ettore; Romeo, Alessio; Sauro, Francesco; Cappelletti, Martina","10.1038/s41598-025-29105-z","Investigating the geomicrobiology of the cryosphere offers insights into past climate dynamics and the potential impacts of ongoing climate change. Here, we present the characterization of the microbial communities inhabiting ice sediments collected at various depths within the Cenote Abyss cave, located in the Italian Alps. First explored in 1994 following the drainage of an overlying lake, this site harbours one of the largest cave glaciers in the Dolomites. Metabarcoding and metagenomic analyses revealed a dominance of cold-adapted bacterial taxa, primarily Actinomycetota, Bacteroidota, and Pseudomonadota, with functional genes linked to distinct steps of the nitrogen cycle varying by cave depth. From the shallowest to the deepest ice cave zones, microbial communities shifted from nitrogen-fixing bacterial genera, including Parafrigobacterium, Polaromonas, and Pedobacter, to a higher prevalence of nitrifying bacteria such as Nitrospira. Functional metagenomic analyses revealed that genes involved in nitrogen and carbon cycling are broadly distributed across the cave depth zones, with the inner samples displaying the highest potential for nitrogen transformations, including complete denitrification pathways. CO₂ fixation pathways, including the Calvin–Benson–Bassham and Wood–Ljungdahl cycles, were partially represented and taxonomically diverse across the cave depths. Culturable bacterial strains from all depths demonstrated enzymatic activities relevant to organic matter degradation, while phenotype microarray analysis highlighted the metabolic versatility of the inner microbial community in utilizing organic nitrogen substrates, supporting the higher diversity of the inner cave zone compared to the outer cave zone. These findings underscore the ecological complexity and functional potential of microbial life in subterranean ice, offering insights into biogeochemical processes in cold and nutrient-poor environments with implications for climate change studies.",NA,2156,61
"Quantum-inspired improved African vultures optimization algorithm for efficient placement of IoT service in edge computing environment","https://www.nature.com/articles/s41598-025-33705-0","31 December 2025","Panjavarnam, B.; Kanimozhi, N.; Nisha, S. Rahmath; Dharini, N.","10.1038/s41598-025-33705-0","The emergence of 5G networks has led to development of Edge Computing (EC) environments, which offer improved support for applications that rely on the Internet of Things (IoT). However, Edge Nodes (ENs) have limited resources and heterogeneous IoT applications require changing resource requirements, making it difficult to integrate IoT services. During IoT service installation, ensuring QoS performance is also difficult. In this paper, Quantum-inspired Improved African Vultures Optimization Algorithm for Service Placement (QIAVOA-SP) is proposed for achieving efficient positioning of IoT service in EC environment. This QIAVOA-SP utilized the factors of computation load, delay, energy consumption and throughput during optimization such that necessitated service placement is achieved in EC. It formulated and evaluated the fitness function determined using parameters of load balancing, energy consumption, delay and throughput for optimal positioning of IoT services in EC scenario. It incorporated the concept of Quantum-inspired Improved African Vultures (QIAV) as search agents for representing the complex solutions that are essential for placing IoT services in an edge environment. It further used the technique of double hashing for decoding the QIAV, and further incorporated the Taguchi method for studying the parameters of impact. The simulation result of QIAVOA-SP approach confirmed 19.32% better load balancing, 18.98% reduced delay and 16.45% better energy consumption than baseline approaches used for investigation. The statistical analysis of this QIAVOA-SP approach conducted using Friedman test also confirmed its efficacy over the benchmarked approaches.",NA,1926,36
"Assessment of industrial pollution and water quality in the Nile River using GIS-based indices at Aswan, Egypt","https://www.nature.com/articles/s41598-025-33738-5","31 December 2025","Abdou, Ahmed N. A.; Hamed, Mohamed; Hassan, Abdelmonsef M. M.; Khaled, Mostafa A.","10.1038/s41598-025-33738-5","Industrial pollution represents a critical threat to freshwater ecosystems, particularly in regions where rivers serve multiple socio-economic functions. The Nile River in Aswan Governorate, southern Egypt, is a vital source of drinking water, irrigation, fisheries, and tourism, yet it is increasingly exposed to untreated industrial effluents. This study assessed the spatial extent and intensity of such pollution using geographic information system (GIS)-based spatial interpolation alongside two comprehensive indices: the weighted arithmetic water quality index (WAWQI) and the canadian water quality index (CWQI). Findings revealed distinct pollution hotspots near major industrial discharge areas, where water quality was classified as poor to very poor (WAWQI: 52.6–127.4; CWQI: 74.2–68.3). In contrast, upstream and downstream zones more distant from effluent sources exhibited good water quality (WAWQI: 24.5–38.1; CWQI: 93.69–85.52). The most degraded sites were characterized by elevated concentrations of chemical oxygen demand (13.1–59.6&nbsp;mg/L), biochemical oxygen demand (7.67–36.5&nbsp;mg/L), total suspended solids (4.67–13.1&nbsp;mg/L), turbidity (6.01–17.1 NTU), total nitrogen (1.13–3.35&nbsp;mg/L), and phenol (8.01–10.10&nbsp;µg/L). These results highlight the ecological vulnerability of the Nile River in Aswan to industrial activities, with direct implications for ecosystem health and resource sustainability. They also underscore the limitations of relying solely on traditional water quality monitoring without spatial analysis, as GIS-based interpolation proved critical in detecting pollution gradients beyond sampling sites. The study supports the enforcement of Egypt’s Law 48/1982 on water protection and contributes to global sustainable development goals, particularly SDG 6 (Clean Water and Sanitation), SDG 12 (Responsible Consumption and Production), and SDG 14 (Life Below Water).",2,4738,73
"National-scale landslide susceptibility and risk mapping of India using a hybrid data-driven approach","https://www.nature.com/articles/s41598-025-33446-0","31 December 2025","Khan, Imran; Bahuguna, Harish; Kainthola, Ashutosh; Ahmed, Rayees; Asgher, Md. Sarfaraz","10.1038/s41598-025-33446-0","Landslides pose a persistent and deadly hazard across India’s diverse terrain, demanding robust, high-resolution national-scale assessments to guide effective risk mitigation and policy decisions. This study addresses a critical research gap in landslide susceptibility and risk assessment across India at a high spatial resolution of 90&nbsp;m × 90&nbsp;m on a national scale. Leveraging a robust landslide inventory comprising 109,504 documented events and incorporating causative factors selected through expert judgment, three models Analytic Hierarchy Process (AHP), Frequency Ratio (FR), and Yule’s Coefficient (Yc) were employed to reduce model bias and identify the most reliable susceptibility and risk mapping approach through comprehensive field validation and map interpretation. The results indicate, very high landslide susceptibility zones cover 4.0% (AHP), 4.2% (Yc), and 4.5% (FR) of India’s land area, while combined high and very high susceptibility classes account for 11.0% (AHP), 10.4% (Yc), and 10.5% (FR). Model evaluation demonstrates robust predictive performance, with accuracies of 89.1% (AHP), 88.9% (Yc), and 90.5% (FR) according to the ROC curve, and 86.7%, 85.6%, and 87.2% respectively via the precision-recall curve. Minor variations in susceptibility extent and accuracy among models underscore the resilience of the input data, however the Yc model provides a a more ground representative output based on factor weighting. Utilizing the Yc model and exposure data, approximately 8,606&nbsp;km² (0.26% of India) are classified as having a high to extremely high landslide risk at a qualitative scale. Overall, the susceptibility analysis indicates that approximately 0.34&nbsp;million km² is categorized as having high and very high susceptibility under Yc model. The analysis identifies Nagaland (55%), Mizoram (53.1%), Arunachal Pradesh (52.1%), Sikkim (45.0%), Uttarakhand (40.0%), Manipur (30.6%), Himachal Pradesh (28.9%), Meghalaya (22.0%), Jammu &amp; Kashmir (20.2%), and Tripura (8.0%) as the ten most landslide-susceptible States and Union Territories , listed in descending order of susceptibility. These findings provide critical insights for disaster risk reduction strategies and policymaking, enhancing landslide prediction, mitigation, and resilience planning across susceptible regions at mapped scale.",2,3507,111
"Investigation of switchable radiative cooling using real-time transmittance measurement system","https://www.nature.com/articles/s41598-025-33399-4","31 December 2025","Jung, Junbo; Park, Junjae; Lim, Jaehyun; Kim, Joong Bae","10.1038/s41598-025-33399-4","Radiative cooling offers a passive and energy-efficient approach to thermal regulation, yet most conventional implementations lack dynamic tunability under varying environmental conditions. Recent advances in switchable radiative cooling materials have shown potential for practical applications, but their transient optical behaviors remain underexplored due to the limitations of conventional spectrophotometers. In this study, a real-time transmittance measurement system is developed that integrates a high-speed spectrometer and a photodiode for dynamic analysis of wet/dry-based switchable radiative cooling films. The system achieves a temporal resolution of 353 ms and ensures measurement reliability through simultaneous monitoring of the light-source intensity. Validation against a commercial UV–Vis spectrophotometer demonstrates high accuracy (maximum error 2.64%), and precision is confirmed through repeatability and reproducibility tests (coefficient of variation 3.57%). Using this system, the transmittance-switching behavior of porous PVDF-HFP films under various conditions is systematically investigated. The results reveal that solvent viscosity, refractive index matching, and film thickness are key factors governing response time and transmittance. Moreover, vacuum-assisted infiltration significantly enhances switching performance, achieving a wet-state transmittance exceeding 85% within 5 min. Overall, this study introduces a robust, time-resolved optical characterization platform and provides a practical methodology for evaluating the dynamic performance of switchable radiative cooling materials in realistic application scenarios.",NA,1812,58
"Sophoricoside from sophora japonica L. is efficacious as monotherapy or in combination with lenvatinib in hepatocellular carcinoma via targeting EGFR","https://www.nature.com/articles/s41598-025-33330-x","31 December 2025","Xi, Wenqing; Wang, Jinzhu; Luo, Changhong; Zhan, Ping; Fang, Qinliang; Yao, Qin; Wang, Fuqiang; Xie, Chengrong; Yin, Zhenyu","10.1038/s41598-025-33330-x","Sophora japonica L. is a commonly used traditional Chinese medicine. Sophoricoside (Sop), the isoflavone glycoside obtained in Sophora japonica L., is demonstrated with various pharmacological activities, such as anticancer, anti-inflammation, and immunosuppression. To data, there is a lack of comprehensive research examining the biological activity of Sop in hepatocellular carcinoma (HCC). The present work focused on investigating effects of Sop on treating HCC and exploring its underlying mechanisms. Here, we found that the treatment of Sop suppressed HCC cell proliferation and survival, arrested HCC cell cycle in vitro, and attenuated HCC growth in vivo. Additionally, Sop combined with lenvatinib elicited the synergy to resist HCC both in vitro and in vivo. Mechanistically, Sop could directly interact with epidermal growth factor receptor (EGFR) to induce its degradation. Such augmented antitumor impact of lenvatinib by Sop was achieved by suppressing the AKT and STAT3 signaling pathways. In conclusion, Sop serves as the strong EGFR inhibitor and the potential natural anti-tumor drug, which can be the sensitizer of lenvatinib for treating HCC via EGFR-AKT/STAT3 signaling, presenting auspicious implications for novel anti-HCC treatment strategies.",NA,1811,25
"Morphology analysis of the reconstruction of nano-filaments during aborted reset operation in Cu-based ReRAM devices","https://www.nature.com/articles/s41598-025-32090-y","31 December 2025","Yasmeen, Shehla; DiFilippo, Aaron; Orlowski, Marius","10.1038/s41598-025-32090-y","This paper presents a detailed physical analysis of the counterintuitive strengthening effect observed in Cu/TaOₓ/Pt-based resistive random-access memory (ReRAM) devices during an aborted reset operation. While our prior work [26] announced this phenomenon in a short letter, here, we develop a comprehensive electro-thermal model that links the observed resistance reduction directly to an atomic reconstruction of the conductive filament (CF). We demonstrate that the transformation from a truncated conical filament to a lower-resistance, hourglass-shaped structure is driven by the synergistic action of intense electric fields and localized Joule heating, which are both highly confined to the filament’s tip. This reconstruction of CF is governed by the fundamental physics of Cu atom diffusivity and ion electromigration within the TaOₓ matrix. Our model, constrained by volume conservation and supported by electrostatic and thermal simulations, successfully optimizes the filament geometry to predict a maximum resistance reduction factor of ~ 11, which aligns precisely with experimental data for high-resistance filaments. Furthermore, we identify a critical two-phase reset process: a reinforcement phase dominated by electromigration and a final rupture phase. The experimental dependence on voltage ramp rate is quantitatively explained by calculating the timescales required for Cu ion mobility, conclusively showing that slower ramps allow sufficient time for atomic rearrangement. This detailed analysis resolves the controversy surrounding filament morphology and provides profound insights into CF dynamics that are critical for advancing the reliability and design of ReRAM devices, particularly for neuromorphic computing applications.",NA,1343,38
"Predicting failure loads of graphene incorporated adhesively bonded single lap joints fabricated with short glass fibre reinforced polylactic acid using ANN approach","https://www.nature.com/articles/s41598-025-02246-x","31 December 2025","Dhilipkumar, Thulasidhas; Sadeq, Abdellatif M.; Prasad Murali, Arun; Shankar, Karthik V.; Karuppusamy, P.; Rajesh, Murugan; Karim, Mohammad Rezaul; Selvakumar, Karuppaiah; kumar, N. Dinesh","10.1038/s41598-025-02246-x","Additive manufacturing has been prominent for making complicated polymeric structures, with PLA being preferred for its biodegradability, ease of use, and wide 3D printing compatibility. The present study aims to explore the effects of graphene-integrated adhesive on shear properties, failure modes, and vibrational response of adhesively joined bonded joints prepared with 3D printed short glass fibre-reinforced polylactic acid (PLA) adherents. Field emission scanning electron microscopy (FESEM) was used to analyse fracture surfaces, while artificial neural networks (ANN) predicted failure modes using a backpropagation algorithm. Tensile testing of bulk samples indicated that samples printed with 0º raster orientation have higher tensile strength (30.7&nbsp;MPa) than samples printed with 45º (26.7&nbsp;MPa) and 90º (23.4&nbsp;MPa) raster orientations. Shear test results demonstrate that incorporating 1.0 wt.% of graphene into the adhesive enhances the adhesive joint’s shear properties, leading to a 19.51% increase in shear strength compared to neat samples. The free vibrational analysis avowed that the addition of graphene up to 1.0 wt.% increases natural frequencies due to improved stiffness from its well-dispersed state within the epoxy matrix. Furthermore, the failure load was accurately predicted using an artificial neural network trained on data from stress–strain curves. The R2 value of 0.9861 indicates that the results are reliable and show a good correlation. Thereby, this study demonstrated how graphene-integrated epoxy adhesives enhance the mechanical and vibrational properties of adhesively bonded lap joints prepared with 3D printed short glass fibre-reinforced PLA adherents, while also using artificial neural networks to predict failure modes, providing a novel approach to optimise the performance of adhesively joined 3D printed components.",1,2161,48
"Ammonite survival across the CretaceousâPaleogene boundary confirmed by new data from Denmark","https://www.nature.com/articles/s41598-025-34479-1","31 December 2025","Machalski, Marcin; Olszewska-Nejbert, Danuta; Landman, Neil H.; Jagt, John W. M.; Garb, Matthew; Milàn, Jesper","10.1038/s41598-025-34479-1","We provide a reassessment of the hypothesis of ammonite survival across the Cretaceous–Paleogene (Maastrichtian–Danian) boundary, based on new data from the lower Danian Cerithium Limestone Member at Stevns Klint, eastern Denmark. The occurrence of this unit in disjunct basins between eroded crests of uppermost Maastrichtian bryozoan mounds prompts a reconsideration of ammonite redeposition as an alternative to the survival hypothesis. We describe new ammonite specimens from the Cerithium Limestone, representing the genera Hoploscaphites, Baculites and Fresvillia. In order to elucidate the nature of these fossils, we study their local depositional settings, based on detailed, chiefly taphonomic and sedimentological (microfacies) observations. Results for the main part of the Cerithium Limestone point to the autochthonous nature of the enclosed ammonites, which implies that they are Danian survivors. Only a single individual from the lowermost part of the Cerithium Limestone is considered a reworked Maastrichtian fossil. In summary, our results confirm ammonite survival into the Danian for the bulk of the Cerithium Limestone fauna, stimulating questions for further research of what actually killed the last ammonites that lived on Earth.",1,32,77
"Effect of 8 days of water-only fasting and exercise on liver, kidney and pancreas functions in middle-aged men","https://www.nature.com/articles/s41598-025-32851-9","31 December 2025","Karol, Pilis; Ewa, Rojczyk; Valach, Petr; Anna, Pilis; Patrycja, Dolibog; Katarzyna, Gabryś; Wiesław, Pilis","10.1038/s41598-025-32851-9","Fasting and physical exercise significantly modify the functioning of the body’s internal organs. The aim of the study was to investigate the simultaneous effect of an 8 days of water-only fast and physical exercise on selected functions of the liver, kidneys and pancreas in middle-aged men. The following parameters were determined in the serum and blood of 18 men before and after 8 days of water-only fasting: aspartate aminotransferase (AST), alanine aminotransferase (ALT), uric acid (UA), total protein (TP), albumin (AL), amylase (AY), ferritin (FR), cortisol (C), β-hydroxybutyric acid (β-HB), hematocrit (Ht) and lactate (LA) under conditions of rest and physical exercise. The daily volume of urine excreted, its specific gravity and the concentration of C and AL in it were also determined. Additionally, the De Ritis index, and AL/CR ratio in urine were calculated. The fasting intervention significantly increased the activity of liver enzymes, the concentration of UA, FR, C, β-HB (p &lt; 0.01) as well as the specific gravity of urine (p &lt; 0.05). On the other hand, it decreased AY activity in serum (p &lt; 0.01) and the daily amount of urine excreted (p &lt; 0.05). Physical exercise increased the concentration of TP, AL (p &lt; 0.01) and LA (p &lt; 0.001). Despite many significant changes determining the function of the liver, kidneys and pancreas, no negative health effects caused by either factor were found. The recorded changes only herald potential adverse health effects that may occur if the impact of fasting and/or physical exercise intensifies.",NA,9244,64
"Comparative analysis of low-dose letrozole versus GnRH agonist on implantation markers and IVF outcomes in symptomatic adenomyosis: a randomized trial","https://www.nature.com/articles/s41598-025-32974-z","31 December 2025","Sharma, Sunita; RoyChoudhury, Sourav; Chakraborty, Pratip; Paladhi, Pranab; Shaw, Kishan; Karan, Meenakshi; Hazra, Shubhendu; Hui, Subhra Prakash; Chattopadhyay, Ratna; Majhi, Arup Kumar","10.1038/s41598-025-32974-z","Symptomatic adenomyosis is a known impediment to successful implantation and pregnancy in in vitro fertilization; yet optimal pre-treatment strategic approach remains uncertain. This randomized controlled trial compared the effects of low dose letrozole (2.5&nbsp;mg, thrice weekly for three-months) and GnRH agonist (3.6&nbsp;mg/month for three-months) on implantation markers and reproductive outcomes in 156 women with symptomatic diffuse adenomyosis undergoing frozen embryo transfer. Seventy-five women with tubal factor infertility served as controls. Endometrial biopsies during the implantation window were analyzed pre- and post-treatment for key receptivity markers via immunohistochemistry and ELISA. Women with adenomyosis exhibited higher BMI (p = 0.02) and basal estradiol (p = 0.03) than controls. No significant differences in clinical pregnancy (letrozole: 27.9%, GnRHa: 29.9%), live birth (letrozole: 17.7%, GnRHa: 19.5%), and miscarriage rates (letrozole: 22.7%, GnRHa: 21.7%) were observed between treatment groups. Notably, outer myometrial involvement was linked to higher odds of pregnancy outcome (OR 3.26, p = 0.01). Both treatment arms showed improved endometrial expression of PR and integrin αvβ3 (p &lt; 0.01), along with significant downregulation (p &lt; 0.001) of ERα, ERβ, VEGF, and eNOS, suggesting enhanced receptivity. These findings suggest that low dose letrozole may be a viable alternative to GnRHa, with lesion location serving as a critical determinant of reproductive success in adenomyosis.",NA,2583,54
